"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS"
"11","2.0","3.0","6.0","0.06666666666666667","0.1","8.0","2.0","16.0","0.26666666666666666","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","6.0","4.0","24.0","0.2","0.13333333333333333","2.0","0.0","0.0","0.06666666666666667","0.0","2.0","3.0","6.0","0.06666666666666667","0.1","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","13.0","2.0","26.0","0.43333333333333335","0.06666666666666667","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","3.0","4.0","12.0","0.1","0.13333333333333333","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","2.0","0.0","0.0","0.06666666666666667","0.0","1.0","17.0","17.0","0.03333333333333333","0.5666666666666667","20.0","11.0","220.0","0.6666666666666666","0.36666666666666664","1.0","13.0","13.0","0.03333333333333333","0.43333333333333335","1.0","26.0","26.0","0.03333333333333333","0.8666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","1.0","1.0","1.0","0.03333333333333333","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","8.0","2.0","16.0","0.24242424242424243","0.06060606060606061","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","6.0","4.0","24.0","0.18181818181818182","0.12121212121212122","2.0","0.0","0.0","0.06060606060606061","0.0","2.0","3.0","6.0","0.06060606060606061","0.09090909090909091","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","16.0","2.0","32.0","0.48484848484848486","0.06060606060606061","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","2.0","4.0","0.06060606060606061","0.06060606060606061","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","5.0","1.0","5.0","0.15151515151515152","0.030303030303030304","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","3.0","4.0","12.0","0.09090909090909091","0.12121212121212122","5.0","2.0","10.0","0.15151515151515152","0.06060606060606061","4.0","2.0","8.0","0.12121212121212122","0.06060606060606061","2.0","0.0","0.0","0.06060606060606061","0.0","1.0","20.0","20.0","0.030303030303030304","0.6060606060606061","20.0","11.0","220.0","0.6060606060606061","0.3333333333333333","1.0","15.0","15.0","0.030303030303030304","0.45454545454545453","1.0","27.0","27.0","0.030303030303030304","0.8181818181818182","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","1.0","1.0","1.0","0.030303030303030304","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","6.0","4.0","24.0","0.17647058823529413","0.11764705882352941","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","17.0","2.0","34.0","0.5","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","2.0","0.0","0.0","0.058823529411764705","0.0","1.0","21.0","21.0","0.029411764705882353","0.6176470588235294","20.0","11.0","220.0","0.5882352941176471","0.3235294117647059","1.0","16.0","16.0","0.029411764705882353","0.47058823529411764","1.0","28.0","28.0","0.029411764705882353","0.8235294117647058","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","6.0","4.0","24.0","0.17647058823529413","0.11764705882352941","2.0","0.0","0.0","0.058823529411764705","0.0","2.0","3.0","6.0","0.058823529411764705","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","17.0","2.0","34.0","0.5","0.058823529411764705","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","2.0","0.0","0.0","0.058823529411764705","0.0","1.0","21.0","21.0","0.029411764705882353","0.6176470588235294","20.0","11.0","220.0","0.5882352941176471","0.3235294117647059","1.0","16.0","16.0","0.029411764705882353","0.47058823529411764","1.0","28.0","28.0","0.029411764705882353","0.8235294117647058","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","1.0","1.0","1.0","0.029411764705882353","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","8.0","2.0","16.0","0.22857142857142856","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","6.0","4.0","24.0","0.17142857142857143","0.11428571428571428","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","18.0","2.0","36.0","0.5142857142857142","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","2.0","0.0","0.0","0.05714285714285714","0.0","1.0","22.0","22.0","0.02857142857142857","0.6285714285714286","20.0","11.0","220.0","0.5714285714285714","0.3142857142857143","1.0","17.0","17.0","0.02857142857142857","0.4857142857142857","1.0","28.0","28.0","0.02857142857142857","0.8","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","8.0","2.0","16.0","0.22857142857142856","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","6.0","4.0","24.0","0.17142857142857143","0.11428571428571428","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","18.0","2.0","36.0","0.5142857142857142","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","2.0","0.0","0.0","0.05714285714285714","0.0","1.0","22.0","22.0","0.02857142857142857","0.6285714285714286","20.0","11.0","220.0","0.5714285714285714","0.3142857142857143","1.0","17.0","17.0","0.02857142857142857","0.4857142857142857","1.0","28.0","28.0","0.02857142857142857","0.8","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","8.0","2.0","16.0","0.22857142857142856","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","6.0","4.0","24.0","0.17142857142857143","0.11428571428571428","2.0","0.0","0.0","0.05714285714285714","0.0","2.0","3.0","6.0","0.05714285714285714","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","18.0","2.0","36.0","0.5142857142857142","0.05714285714285714","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","2.0","0.0","0.0","0.05714285714285714","0.0","1.0","22.0","22.0","0.02857142857142857","0.6285714285714286","20.0","11.0","220.0","0.5714285714285714","0.3142857142857143","1.0","17.0","17.0","0.02857142857142857","0.4857142857142857","1.0","28.0","28.0","0.02857142857142857","0.8","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","1.0","1.0","1.0","0.02857142857142857","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","8.0","2.0","16.0","0.21621621621621623","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","6.0","4.0","24.0","0.16216216216216217","0.10810810810810811","2.0","0.0","0.0","0.05405405405405406","0.0","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","20.0","2.0","40.0","0.5405405405405406","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","3.0","4.0","12.0","0.08108108108108109","0.10810810810810811","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","2.0","0.0","0.0","0.05405405405405406","0.0","1.0","24.0","24.0","0.02702702702702703","0.6486486486486487","20.0","11.0","220.0","0.5405405405405406","0.2972972972972973","1.0","18.0","18.0","0.02702702702702703","0.4864864864864865","1.0","30.0","30.0","0.02702702702702703","0.8108108108108109","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","8.0","2.0","16.0","0.21052631578947367","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","6.0","4.0","24.0","0.15789473684210525","0.10526315789473684","2.0","0.0","0.0","0.05263157894736842","0.0","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","21.0","2.0","42.0","0.5526315789473685","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","3.0","4.0","12.0","0.07894736842105263","0.10526315789473684","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","2.0","0.0","0.0","0.05263157894736842","0.0","1.0","25.0","25.0","0.02631578947368421","0.6578947368421053","20.0","11.0","220.0","0.5263157894736842","0.2894736842105263","1.0","19.0","19.0","0.02631578947368421","0.5","1.0","31.0","31.0","0.02631578947368421","0.8157894736842105","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","8.0","2.0","16.0","0.20512820512820512","0.05128205128205128","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","6.0","4.0","24.0","0.15384615384615385","0.10256410256410256","2.0","0.0","0.0","0.05128205128205128","0.0","2.0","3.0","6.0","0.05128205128205128","0.07692307692307693","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","22.0","2.0","44.0","0.5641025641025641","0.05128205128205128","3.0","2.0","6.0","0.07692307692307693","0.05128205128205128","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","2.0","2.0","4.0","0.05128205128205128","0.05128205128205128","3.0","3.0","9.0","0.07692307692307693","0.07692307692307693","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","3.0","4.0","12.0","0.07692307692307693","0.10256410256410256","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","2.0","0.0","0.0","0.05128205128205128","0.0","1.0","26.0","26.0","0.02564102564102564","0.6666666666666666","20.0","11.0","220.0","0.5128205128205128","0.28205128205128205","1.0","20.0","20.0","0.02564102564102564","0.5128205128205128","1.0","32.0","32.0","0.02564102564102564","0.8205128205128205","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","1.0","1.0","1.0","0.02564102564102564","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
