"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","RD25-ADS","RD25-AIS","RD25-ACS","RD25-RCS","RD25-RIS","RD26-ADS","RD26-AIS","RD26-ACS","RD26-RCS","RD26-RIS","RD27-ADS","RD27-AIS","RD27-ACS","RD27-RCS","RD27-RIS","RD28-ADS","RD28-AIS","RD28-ACS","RD28-RCS","RD28-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS"
"11","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","12.0","3.0","36.0","0.3333333333333333","0.08333333333333333","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","3.0","6.0","0.05555555555555555","0.08333333333333333","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","7.0","4.0","28.0","0.19444444444444445","0.1111111111111111","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","3.0","2.0","6.0","0.08333333333333333","0.05555555555555555","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","2.0","2.0","4.0","0.05555555555555555","0.05555555555555555","2.0","4.0","8.0","0.05555555555555555","0.1111111111111111","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","0.0","0.0","0.05555555555555555","0.0","0.0","19.0","0.0","0.0","0.5277777777777778","26.0","15.0","390.0","0.7222222222222222","0.4166666666666667","1.0","31.0","31.0","0.027777777777777776","0.8611111111111112","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","1.0","1.0","1.0","0.027777777777777776","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","13.0","3.0","39.0","0.35135135135135137","0.08108108108108109","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","0.0","20.0","0.0","0.0","0.5405405405405406","26.0","15.0","390.0","0.7027027027027027","0.40540540540540543","1.0","32.0","32.0","0.02702702702702703","0.8648648648648649","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","13.0","3.0","39.0","0.35135135135135137","0.08108108108108109","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","3.0","6.0","0.05405405405405406","0.08108108108108109","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","7.0","4.0","28.0","0.1891891891891892","0.10810810810810811","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","2.0","4.0","0.05405405405405406","0.05405405405405406","2.0","4.0","8.0","0.05405405405405406","0.10810810810810811","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","0.0","0.0","0.05405405405405406","0.0","0.0","20.0","0.0","0.0","0.5405405405405406","26.0","15.0","390.0","0.7027027027027027","0.40540540540540543","1.0","32.0","32.0","0.02702702702702703","0.8648648648648649","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","1.0","1.0","1.0","0.02702702702702703","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","6.0","1.0","6.0","0.15789473684210525","0.02631578947368421","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","14.0","3.0","42.0","0.3684210526315789","0.07894736842105263","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","2.0","4.0","8.0","0.05263157894736842","0.10526315789473684","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","7.0","4.0","28.0","0.18421052631578946","0.10526315789473684","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","4.0","8.0","0.05263157894736842","0.10526315789473684","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","2.0","0.0","0.0","0.05263157894736842","0.0","0.0","21.0","0.0","0.0","0.5526315789473685","26.0","15.0","390.0","0.6842105263157895","0.39473684210526316","1.0","33.0","33.0","0.02631578947368421","0.868421052631579","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","6.0","1.0","6.0","0.15789473684210525","0.02631578947368421","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","14.0","3.0","42.0","0.3684210526315789","0.07894736842105263","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","2.0","3.0","6.0","0.05263157894736842","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","2.0","4.0","8.0","0.05263157894736842","0.10526315789473684","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","7.0","4.0","28.0","0.18421052631578946","0.10526315789473684","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","2.0","6.0","0.07894736842105263","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","2.0","4.0","8.0","0.05263157894736842","0.10526315789473684","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","2.0","0.0","0.0","0.05263157894736842","0.0","0.0","21.0","0.0","0.0","0.5526315789473685","26.0","15.0","390.0","0.6842105263157895","0.39473684210526316","1.0","33.0","33.0","0.02631578947368421","0.868421052631579","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","1.0","1.0","1.0","0.02631578947368421","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","1.0","2.0","0.05","0.025","3.0","2.0","6.0","0.075","0.05","2.0","2.0","4.0","0.05","0.05","6.0","1.0","6.0","0.15","0.025","5.0","3.0","15.0","0.125","0.075","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","16.0","3.0","48.0","0.4","0.075","3.0","1.0","3.0","0.075","0.025","2.0","3.0","6.0","0.05","0.075","4.0","1.0","4.0","0.1","0.025","2.0","3.0","6.0","0.05","0.075","2.0","2.0","4.0","0.05","0.05","6.0","2.0","12.0","0.15","0.05","2.0","4.0","8.0","0.05","0.1","2.0","2.0","4.0","0.05","0.05","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","2.0","2.0","4.0","0.05","0.05","2.0","2.0","4.0","0.05","0.05","7.0","4.0","28.0","0.175","0.1","4.0","2.0","8.0","0.1","0.05","2.0","2.0","4.0","0.05","0.05","3.0","2.0","6.0","0.075","0.05","3.0","1.0","3.0","0.075","0.025","2.0","2.0","4.0","0.05","0.05","2.0","4.0","8.0","0.05","0.1","4.0","1.0","4.0","0.1","0.025","2.0","0.0","0.0","0.05","0.0","0.0","23.0","0.0","0.0","0.575","26.0","15.0","390.0","0.65","0.375","1.0","33.0","33.0","0.025","0.825","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","1.0","2.0","0.05","0.025","3.0","2.0","6.0","0.075","0.05","2.0","2.0","4.0","0.05","0.05","6.0","1.0","6.0","0.15","0.025","5.0","3.0","15.0","0.125","0.075","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","16.0","3.0","48.0","0.4","0.075","3.0","1.0","3.0","0.075","0.025","2.0","3.0","6.0","0.05","0.075","4.0","1.0","4.0","0.1","0.025","2.0","3.0","6.0","0.05","0.075","2.0","2.0","4.0","0.05","0.05","6.0","2.0","12.0","0.15","0.05","2.0","4.0","8.0","0.05","0.1","2.0","2.0","4.0","0.05","0.05","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","2.0","2.0","4.0","0.05","0.05","2.0","2.0","4.0","0.05","0.05","7.0","4.0","28.0","0.175","0.1","4.0","2.0","8.0","0.1","0.05","2.0","2.0","4.0","0.05","0.05","3.0","2.0","6.0","0.075","0.05","3.0","1.0","3.0","0.075","0.025","2.0","2.0","4.0","0.05","0.05","2.0","4.0","8.0","0.05","0.1","4.0","1.0","4.0","0.1","0.025","2.0","0.0","0.0","0.05","0.0","0.0","23.0","0.0","0.0","0.575","26.0","15.0","390.0","0.65","0.375","1.0","33.0","33.0","0.025","0.825","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","1.0","2.0","0.05","0.025","3.0","2.0","6.0","0.075","0.05","2.0","2.0","4.0","0.05","0.05","6.0","1.0","6.0","0.15","0.025","5.0","3.0","15.0","0.125","0.075","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","16.0","3.0","48.0","0.4","0.075","3.0","1.0","3.0","0.075","0.025","2.0","3.0","6.0","0.05","0.075","4.0","1.0","4.0","0.1","0.025","2.0","3.0","6.0","0.05","0.075","2.0","2.0","4.0","0.05","0.05","6.0","2.0","12.0","0.15","0.05","2.0","4.0","8.0","0.05","0.1","2.0","2.0","4.0","0.05","0.05","2.0","1.0","2.0","0.05","0.025","2.0","2.0","4.0","0.05","0.05","2.0","2.0","4.0","0.05","0.05","2.0","2.0","4.0","0.05","0.05","7.0","4.0","28.0","0.175","0.1","4.0","2.0","8.0","0.1","0.05","2.0","2.0","4.0","0.05","0.05","3.0","2.0","6.0","0.075","0.05","3.0","1.0","3.0","0.075","0.025","2.0","2.0","4.0","0.05","0.05","2.0","4.0","8.0","0.05","0.1","4.0","1.0","4.0","0.1","0.025","2.0","0.0","0.0","0.05","0.0","0.0","23.0","0.0","0.0","0.575","26.0","15.0","390.0","0.65","0.375","1.0","33.0","33.0","0.025","0.825","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","2.0","1.0","2.0","0.05","0.025","2.0","1.0","2.0","0.05","0.025","1.0","1.0","1.0","0.025","0.025","1.0","1.0","1.0","0.025","0.025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","6.0","1.0","6.0","0.14634146341463414","0.024390243902439025","5.0","3.0","15.0","0.12195121951219512","0.07317073170731707","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","17.0","3.0","51.0","0.4146341463414634","0.07317073170731707","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","3.0","6.0","0.04878048780487805","0.07317073170731707","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","2.0","3.0","6.0","0.04878048780487805","0.07317073170731707","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","6.0","2.0","12.0","0.14634146341463414","0.04878048780487805","2.0","4.0","8.0","0.04878048780487805","0.0975609756097561","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","7.0","4.0","28.0","0.17073170731707318","0.0975609756097561","4.0","2.0","8.0","0.0975609756097561","0.04878048780487805","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","4.0","8.0","0.04878048780487805","0.0975609756097561","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","2.0","0.0","0.0","0.04878048780487805","0.0","0.0","24.0","0.0","0.0","0.5853658536585366","26.0","15.0","390.0","0.6341463414634146","0.36585365853658536","1.0","33.0","33.0","0.024390243902439025","0.8048780487804879","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","6.0","1.0","6.0","0.14634146341463414","0.024390243902439025","5.0","3.0","15.0","0.12195121951219512","0.07317073170731707","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","17.0","3.0","51.0","0.4146341463414634","0.07317073170731707","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","3.0","6.0","0.04878048780487805","0.07317073170731707","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","2.0","3.0","6.0","0.04878048780487805","0.07317073170731707","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","6.0","2.0","12.0","0.14634146341463414","0.04878048780487805","2.0","4.0","8.0","0.04878048780487805","0.0975609756097561","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","7.0","4.0","28.0","0.17073170731707318","0.0975609756097561","4.0","2.0","8.0","0.0975609756097561","0.04878048780487805","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","3.0","2.0","6.0","0.07317073170731707","0.04878048780487805","3.0","1.0","3.0","0.07317073170731707","0.024390243902439025","2.0","2.0","4.0","0.04878048780487805","0.04878048780487805","2.0","4.0","8.0","0.04878048780487805","0.0975609756097561","4.0","1.0","4.0","0.0975609756097561","0.024390243902439025","2.0","0.0","0.0","0.04878048780487805","0.0","0.0","24.0","0.0","0.0","0.5853658536585366","26.0","15.0","390.0","0.6341463414634146","0.36585365853658536","1.0","33.0","33.0","0.024390243902439025","0.8048780487804879","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","2.0","1.0","2.0","0.04878048780487805","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","1.0","1.0","1.0","0.024390243902439025","0.024390243902439025","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
