"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS","MSV12-ADS","MSV12-AIS","MSV12-ACS","MSV12-RCS","MSV12-RIS","MSV13-ADS","MSV13-AIS","MSV13-ACS","MSV13-RCS","MSV13-RIS","MSV14-ADS","MSV14-AIS","MSV14-ACS","MSV14-RCS","MSV14-RIS","MSV15-ADS","MSV15-AIS","MSV15-ACS","MSV15-RCS","MSV15-RIS","MSV16-ADS","MSV16-AIS","MSV16-ACS","MSV16-RCS","MSV16-RIS"
"11","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","5.0","10.0","50.0","0.1724137931034483","0.3448275862068966","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","6.0","2.0","12.0","0.20689655172413793","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","5.0","3.0","15.0","0.1724137931034483","0.10344827586206896","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","10.0","0.0","0.0","0.3448275862068966","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","14.0","14.0","0.034482758620689655","0.4827586206896552","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","5.0","10.0","50.0","0.1724137931034483","0.3448275862068966","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","6.0","2.0","12.0","0.20689655172413793","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","4.0","3.0","12.0","0.13793103448275862","0.10344827586206896","5.0","3.0","15.0","0.1724137931034483","0.10344827586206896","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","7.0","1.0","7.0","0.2413793103448276","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","10.0","0.0","0.0","0.3448275862068966","0.0","1.0","26.0","26.0","0.034482758620689655","0.896551724137931","1.0","14.0","14.0","0.034482758620689655","0.4827586206896552","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","7.0","1.0","7.0","0.23333333333333334","0.03333333333333333","5.0","11.0","55.0","0.16666666666666666","0.36666666666666664","3.0","3.0","9.0","0.1","0.1","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","5.0","2.0","10.0","0.16666666666666666","0.06666666666666667","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","6.0","2.0","12.0","0.2","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","4.0","3.0","12.0","0.13333333333333333","0.1","5.0","3.0","15.0","0.16666666666666666","0.1","2.0","2.0","4.0","0.06666666666666667","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","7.0","1.0","7.0","0.23333333333333334","0.03333333333333333","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","3.0","3.0","9.0","0.1","0.1","4.0","2.0","8.0","0.13333333333333333","0.06666666666666667","5.0","1.0","5.0","0.16666666666666666","0.03333333333333333","11.0","0.0","0.0","0.36666666666666664","0.0","1.0","27.0","27.0","0.03333333333333333","0.9","1.0","14.0","14.0","0.03333333333333333","0.4666666666666667","1.0","23.0","23.0","0.03333333333333333","0.7666666666666667","4.0","1.0","4.0","0.13333333333333333","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","7.0","1.0","7.0","0.22580645161290322","0.03225806451612903","5.0","12.0","60.0","0.16129032258064516","0.3870967741935484","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","5.0","2.0","10.0","0.16129032258064516","0.06451612903225806","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","6.0","2.0","12.0","0.1935483870967742","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","4.0","3.0","12.0","0.12903225806451613","0.0967741935483871","5.0","3.0","15.0","0.16129032258064516","0.0967741935483871","2.0","2.0","4.0","0.06451612903225806","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","7.0","1.0","7.0","0.22580645161290322","0.03225806451612903","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","4.0","2.0","8.0","0.12903225806451613","0.06451612903225806","5.0","1.0","5.0","0.16129032258064516","0.03225806451612903","12.0","0.0","0.0","0.3870967741935484","0.0","1.0","28.0","28.0","0.03225806451612903","0.9032258064516129","1.0","14.0","14.0","0.03225806451612903","0.45161290322580644","1.0","24.0","24.0","0.03225806451612903","0.7741935483870968","4.0","1.0","4.0","0.12903225806451613","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","7.0","1.0","7.0","0.21875","0.03125","5.0","13.0","65.0","0.15625","0.40625","3.0","3.0","9.0","0.09375","0.09375","4.0","1.0","4.0","0.125","0.03125","5.0","2.0","10.0","0.15625","0.0625","2.0","2.0","4.0","0.0625","0.0625","6.0","2.0","12.0","0.1875","0.0625","3.0","1.0","3.0","0.09375","0.03125","4.0","3.0","12.0","0.125","0.09375","5.0","3.0","15.0","0.15625","0.09375","2.0","2.0","4.0","0.0625","0.0625","3.0","1.0","3.0","0.09375","0.03125","7.0","1.0","7.0","0.21875","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","2.0","8.0","0.125","0.0625","3.0","3.0","9.0","0.09375","0.09375","4.0","2.0","8.0","0.125","0.0625","5.0","1.0","5.0","0.15625","0.03125","13.0","0.0","0.0","0.40625","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","14.0","14.0","0.03125","0.4375","1.0","25.0","25.0","0.03125","0.78125","4.0","1.0","4.0","0.125","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","7.0","1.0","7.0","0.21875","0.03125","5.0","13.0","65.0","0.15625","0.40625","3.0","3.0","9.0","0.09375","0.09375","4.0","1.0","4.0","0.125","0.03125","5.0","2.0","10.0","0.15625","0.0625","2.0","2.0","4.0","0.0625","0.0625","6.0","2.0","12.0","0.1875","0.0625","3.0","1.0","3.0","0.09375","0.03125","4.0","3.0","12.0","0.125","0.09375","5.0","3.0","15.0","0.15625","0.09375","2.0","2.0","4.0","0.0625","0.0625","3.0","1.0","3.0","0.09375","0.03125","7.0","1.0","7.0","0.21875","0.03125","4.0","1.0","4.0","0.125","0.03125","4.0","2.0","8.0","0.125","0.0625","3.0","3.0","9.0","0.09375","0.09375","4.0","2.0","8.0","0.125","0.0625","5.0","1.0","5.0","0.15625","0.03125","13.0","0.0","0.0","0.40625","0.0","1.0","29.0","29.0","0.03125","0.90625","1.0","14.0","14.0","0.03125","0.4375","1.0","25.0","25.0","0.03125","0.78125","4.0","1.0","4.0","0.125","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","2.0","1.0","2.0","0.0625","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","3.0","1.0","3.0","0.09375","0.03125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","5.0","15.0","75.0","0.14705882352941177","0.4411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","15.0","0.0","0.0","0.4411764705882353","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","25.0","25.0","0.029411764705882353","0.7352941176470589","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","5.0","15.0","75.0","0.14705882352941177","0.4411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","15.0","0.0","0.0","0.4411764705882353","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","25.0","25.0","0.029411764705882353","0.7352941176470589","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","5.0","15.0","75.0","0.14705882352941177","0.4411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","2.0","2.0","4.0","0.058823529411764705","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","15.0","0.0","0.0","0.4411764705882353","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","25.0","25.0","0.029411764705882353","0.7352941176470589","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","7.0","1.0","7.0","0.2","0.02857142857142857","5.0","16.0","80.0","0.14285714285714285","0.45714285714285713","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","5.0","2.0","10.0","0.14285714285714285","0.05714285714285714","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","2.0","2.0","4.0","0.05714285714285714","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","7.0","1.0","7.0","0.2","0.02857142857142857","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","16.0","0.0","0.0","0.45714285714285713","0.0","1.0","32.0","32.0","0.02857142857142857","0.9142857142857143","1.0","15.0","15.0","0.02857142857142857","0.42857142857142855","1.0","25.0","25.0","0.02857142857142857","0.7142857142857143","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","7.0","1.0","7.0","0.18421052631578946","0.02631578947368421","5.0","19.0","95.0","0.13157894736842105","0.5","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","5.0","2.0","10.0","0.13157894736842105","0.05263157894736842","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","6.0","2.0","12.0","0.15789473684210525","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","3.0","12.0","0.10526315789473684","0.07894736842105263","5.0","3.0","15.0","0.13157894736842105","0.07894736842105263","2.0","2.0","4.0","0.05263157894736842","0.05263157894736842","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","7.0","1.0","7.0","0.18421052631578946","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","3.0","3.0","9.0","0.07894736842105263","0.07894736842105263","4.0","2.0","8.0","0.10526315789473684","0.05263157894736842","5.0","1.0","5.0","0.13157894736842105","0.02631578947368421","19.0","0.0","0.0","0.5","0.0","1.0","35.0","35.0","0.02631578947368421","0.9210526315789473","1.0","17.0","17.0","0.02631578947368421","0.4473684210526316","1.0","28.0","28.0","0.02631578947368421","0.7368421052631579","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","2.0","1.0","2.0","0.05263157894736842","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","3.0","1.0","3.0","0.07894736842105263","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421","4.0","1.0","4.0","0.10526315789473684","0.02631578947368421"
