"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA6-ADS","BA6-AIS","BA6-ACS","BA6-RCS","BA6-RIS","BA7-ADS","BA7-AIS","BA7-ACS","BA7-RCS","BA7-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","BA9-ADS","BA9-AIS","BA9-ACS","BA9-RCS","BA9-RIS","BA10-ADS","BA10-AIS","BA10-ACS","BA10-RCS","BA10-RIS","BA11-ADS","BA11-AIS","BA11-ACS","BA11-RCS","BA11-RIS","BA12-ADS","BA12-AIS","BA12-ACS","BA12-RCS","BA12-RIS","BA13-ADS","BA13-AIS","BA13-ACS","BA13-RCS","BA13-RIS","BA14-ADS","BA14-AIS","BA14-ACS","BA14-RCS","BA14-RIS","BA15-ADS","BA15-AIS","BA15-ACS","BA15-RCS","BA15-RIS","BA16-ADS","BA16-AIS","BA16-ACS","BA16-RCS","BA16-RIS","BA17-ADS","BA17-AIS","BA17-ACS","BA17-RCS","BA17-RIS","BA18-ADS","BA18-AIS","BA18-ACS","BA18-RCS","BA18-RIS","BA19-ADS","BA19-AIS","BA19-ACS","BA19-RCS","BA19-RIS","BA20-ADS","BA20-AIS","BA20-ACS","BA20-RCS","BA20-RIS","BA21-ADS","BA21-AIS","BA21-ACS","BA21-RCS","BA21-RIS","BA22-ADS","BA22-AIS","BA22-ACS","BA22-RCS","BA22-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS","MSV10-ADS","MSV10-AIS","MSV10-ACS","MSV10-RCS","MSV10-RIS","MSV11-ADS","MSV11-AIS","MSV11-ACS","MSV11-RCS","MSV11-RIS"
"11","3.0","3.0","9.0","0.10344827586206896","0.10344827586206896","3.0","11.0","33.0","0.10344827586206896","0.3793103448275862","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","5.0","15.0","0.10344827586206896","0.1724137931034483","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","16.0","0.0","0.0","0.5517241379310345","0.0","0.0","27.0","0.0","0.0","0.9310344827586207","1.0","25.0","25.0","0.034482758620689655","0.8620689655172413","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","3.0","9.0","0.1","0.1","3.0","12.0","36.0","0.1","0.4","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","5.0","15.0","0.1","0.16666666666666666","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","2.0","6.0","0.1","0.06666666666666667","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","6.0","1.0","6.0","0.2","0.03333333333333333","17.0","0.0","0.0","0.5666666666666667","0.0","0.0","28.0","0.0","0.0","0.9333333333333333","1.0","26.0","26.0","0.03333333333333333","0.8666666666666667","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","2.0","1.0","2.0","0.06666666666666667","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","3.0","1.0","3.0","0.1","0.03333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","3.0","13.0","39.0","0.0967741935483871","0.41935483870967744","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","5.0","15.0","0.0967741935483871","0.16129032258064516","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","18.0","0.0","0.0","0.5806451612903226","0.0","0.0","29.0","0.0","0.0","0.9354838709677419","1.0","27.0","27.0","0.03225806451612903","0.8709677419354839","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","3.0","9.0","0.0967741935483871","0.0967741935483871","3.0","13.0","39.0","0.0967741935483871","0.41935483870967744","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","5.0","15.0","0.0967741935483871","0.16129032258064516","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","2.0","6.0","0.0967741935483871","0.06451612903225806","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","6.0","1.0","6.0","0.1935483870967742","0.03225806451612903","18.0","0.0","0.0","0.5806451612903226","0.0","0.0","29.0","0.0","0.0","0.9354838709677419","1.0","27.0","27.0","0.03225806451612903","0.8709677419354839","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","2.0","1.0","2.0","0.06451612903225806","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","3.0","1.0","3.0","0.0967741935483871","0.03225806451612903","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","15.0","45.0","0.09090909090909091","0.45454545454545453","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","20.0","0.0","0.0","0.6060606060606061","0.0","0.0","31.0","0.0","0.0","0.9393939393939394","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","3.0","9.0","0.09090909090909091","0.09090909090909091","3.0","15.0","45.0","0.09090909090909091","0.45454545454545453","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","5.0","15.0","0.09090909090909091","0.15151515151515152","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","2.0","6.0","0.09090909090909091","0.06060606060606061","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","6.0","1.0","6.0","0.18181818181818182","0.030303030303030304","20.0","0.0","0.0","0.6060606060606061","0.0","0.0","31.0","0.0","0.0","0.9393939393939394","1.0","28.0","28.0","0.030303030303030304","0.8484848484848485","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","2.0","1.0","2.0","0.06060606060606061","0.030303030303030304","3.0","1.0","3.0","0.09090909090909091","0.030303030303030304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","16.0","48.0","0.08823529411764706","0.47058823529411764","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","21.0","0.0","0.0","0.6176470588235294","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","28.0","28.0","0.029411764705882353","0.8235294117647058","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","3.0","16.0","48.0","0.08823529411764706","0.47058823529411764","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","2.0","6.0","0.08823529411764706","0.058823529411764705","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","21.0","0.0","0.0","0.6176470588235294","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","28.0","28.0","0.029411764705882353","0.8235294117647058","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","17.0","51.0","0.08571428571428572","0.4857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","22.0","0.0","0.0","0.6285714285714286","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","29.0","29.0","0.02857142857142857","0.8285714285714286","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","3.0","17.0","51.0","0.08571428571428572","0.4857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","5.0","15.0","0.08571428571428572","0.14285714285714285","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","2.0","6.0","0.08571428571428572","0.05714285714285714","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","22.0","0.0","0.0","0.6285714285714286","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","29.0","29.0","0.02857142857142857","0.8285714285714286","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","2.0","1.0","2.0","0.05714285714285714","0.02857142857142857","3.0","1.0","3.0","0.08571428571428572","0.02857142857142857","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","3.0","9.0","0.08108108108108109","0.08108108108108109","3.0","19.0","57.0","0.08108108108108109","0.5135135135135135","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","2.0","6.0","0.08108108108108109","0.05405405405405406","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","24.0","0.0","0.0","0.6486486486486487","0.0","0.0","35.0","0.0","0.0","0.9459459459459459","1.0","31.0","31.0","0.02702702702702703","0.8378378378378378","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703"
