"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"11","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"12","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"13","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"14","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"15","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"16","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"17","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"18","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"19","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"20","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
"21","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","7.0","1.0","7.0","0.3181818181818182","0.045454545454545456","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","6.0","30.0","0.22727272727272727","0.2727272727272727","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","5.0","2.0","10.0","0.22727272727272727","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","3.0","1.0","3.0","0.13636363636363635","0.045454545454545456","4.0","1.0","4.0","0.18181818181818182","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","4.0","2.0","8.0","0.18181818181818182","0.09090909090909091","3.0","2.0","6.0","0.13636363636363635","0.09090909090909091","5.0","1.0","5.0","0.22727272727272727","0.045454545454545456","4.0","0.0","0.0","0.18181818181818182","0.0","1.0","19.0","19.0","0.045454545454545456","0.8636363636363636","1.0","8.0","8.0","0.045454545454545456","0.36363636363636365","1.0","20.0","20.0","0.045454545454545456","0.9090909090909091","2.0","5.0","10.0","0.09090909090909091","0.22727272727272727"
