"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA2-ADS","BA2-AIS","BA2-ACS","BA2-RCS","BA2-RIS","BA3-ADS","BA3-AIS","BA3-ACS","BA3-RCS","BA3-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS"
"11","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"12","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"13","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"14","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"15","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"16","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"17","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"18","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"19","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"20","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
"21","4.0","1.0","4.0","0.5714285714285714","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","1.0","0.0","0.0","0.14285714285714285","0.0","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","0.0","2.0","0.0","0.0","0.2857142857142857","3.0","3.0","9.0","0.42857142857142855","0.42857142857142855"
