"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS"
"11","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","2.0","6.0","0.125","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","3.0","6.0","0.08333333333333333","0.125","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","6.0","1.0","6.0","0.25","0.041666666666666664","2.0","7.0","14.0","0.08333333333333333","0.2916666666666667","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","5.0","2.0","10.0","0.20833333333333334","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","6.0","4.0","24.0","0.25","0.16666666666666666","6.0","0.0","0.0","0.25","0.0","0.0","22.0","0.0","0.0","0.9166666666666666","1.0","20.0","20.0","0.041666666666666664","0.8333333333333334","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","2.0","6.0","0.125","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","3.0","6.0","0.08333333333333333","0.125","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","6.0","1.0","6.0","0.25","0.041666666666666664","2.0","7.0","14.0","0.08333333333333333","0.2916666666666667","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","5.0","2.0","10.0","0.20833333333333334","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","6.0","4.0","24.0","0.25","0.16666666666666666","6.0","0.0","0.0","0.25","0.0","0.0","22.0","0.0","0.0","0.9166666666666666","1.0","20.0","20.0","0.041666666666666664","0.8333333333333334","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","2.0","6.0","0.125","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","3.0","6.0","0.08333333333333333","0.125","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","6.0","1.0","6.0","0.25","0.041666666666666664","2.0","7.0","14.0","0.08333333333333333","0.2916666666666667","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","5.0","2.0","10.0","0.20833333333333334","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","6.0","4.0","24.0","0.25","0.16666666666666666","6.0","0.0","0.0","0.25","0.0","0.0","22.0","0.0","0.0","0.9166666666666666","1.0","20.0","20.0","0.041666666666666664","0.8333333333333334","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","2.0","6.0","0.125","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","2.0","3.0","6.0","0.08333333333333333","0.125","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","6.0","1.0","6.0","0.25","0.041666666666666664","2.0","7.0","14.0","0.08333333333333333","0.2916666666666667","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","5.0","1.0","5.0","0.20833333333333334","0.041666666666666664","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","5.0","2.0","10.0","0.20833333333333334","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","6.0","4.0","24.0","0.25","0.16666666666666666","6.0","0.0","0.0","0.25","0.0","0.0","22.0","0.0","0.0","0.9166666666666666","1.0","20.0","20.0","0.041666666666666664","0.8333333333333334","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","3.0","2.0","6.0","0.11538461538461539","0.07692307692307693","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","2.0","3.0","6.0","0.07692307692307693","0.11538461538461539","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","5.0","1.0","5.0","0.19230769230769232","0.038461538461538464","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","4.0","2.0","8.0","0.15384615384615385","0.07692307692307693","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","6.0","1.0","6.0","0.23076923076923078","0.038461538461538464","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","5.0","1.0","5.0","0.19230769230769232","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","5.0","1.0","5.0","0.19230769230769232","0.038461538461538464","4.0","2.0","8.0","0.15384615384615385","0.07692307692307693","5.0","2.0","10.0","0.19230769230769232","0.07692307692307693","3.0","2.0","6.0","0.11538461538461539","0.07692307692307693","6.0","4.0","24.0","0.23076923076923078","0.15384615384615385","8.0","0.0","0.0","0.3076923076923077","0.0","0.0","24.0","0.0","0.0","0.9230769230769231","1.0","20.0","20.0","0.038461538461538464","0.7692307692307693","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","3.0","2.0","6.0","0.11538461538461539","0.07692307692307693","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","2.0","3.0","6.0","0.07692307692307693","0.11538461538461539","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","5.0","1.0","5.0","0.19230769230769232","0.038461538461538464","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","4.0","2.0","8.0","0.15384615384615385","0.07692307692307693","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","6.0","1.0","6.0","0.23076923076923078","0.038461538461538464","2.0","9.0","18.0","0.07692307692307693","0.34615384615384615","5.0","1.0","5.0","0.19230769230769232","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","5.0","1.0","5.0","0.19230769230769232","0.038461538461538464","4.0","2.0","8.0","0.15384615384615385","0.07692307692307693","5.0","2.0","10.0","0.19230769230769232","0.07692307692307693","3.0","2.0","6.0","0.11538461538461539","0.07692307692307693","6.0","4.0","24.0","0.23076923076923078","0.15384615384615385","8.0","0.0","0.0","0.3076923076923077","0.0","0.0","24.0","0.0","0.0","0.9230769230769231","1.0","20.0","20.0","0.038461538461538464","0.7692307692307693","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","6.0","1.0","6.0","0.2222222222222222","0.037037037037037035","2.0","10.0","20.0","0.07407407407407407","0.37037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","6.0","4.0","24.0","0.2222222222222222","0.14814814814814814","9.0","0.0","0.0","0.3333333333333333","0.0","0.0","25.0","0.0","0.0","0.9259259259259259","1.0","21.0","21.0","0.037037037037037035","0.7777777777777778","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","6.0","1.0","6.0","0.2222222222222222","0.037037037037037035","2.0","10.0","20.0","0.07407407407407407","0.37037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","6.0","4.0","24.0","0.2222222222222222","0.14814814814814814","9.0","0.0","0.0","0.3333333333333333","0.0","0.0","25.0","0.0","0.0","0.9259259259259259","1.0","21.0","21.0","0.037037037037037035","0.7777777777777778","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","6.0","1.0","6.0","0.2222222222222222","0.037037037037037035","2.0","10.0","20.0","0.07407407407407407","0.37037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","6.0","4.0","24.0","0.2222222222222222","0.14814814814814814","9.0","0.0","0.0","0.3333333333333333","0.0","0.0","25.0","0.0","0.0","0.9259259259259259","1.0","21.0","21.0","0.037037037037037035","0.7777777777777778","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","6.0","1.0","6.0","0.2222222222222222","0.037037037037037035","2.0","10.0","20.0","0.07407407407407407","0.37037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","5.0","1.0","5.0","0.18518518518518517","0.037037037037037035","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","5.0","2.0","10.0","0.18518518518518517","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","6.0","4.0","24.0","0.2222222222222222","0.14814814814814814","9.0","0.0","0.0","0.3333333333333333","0.0","0.0","25.0","0.0","0.0","0.9259259259259259","1.0","21.0","21.0","0.037037037037037035","0.7777777777777778","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","2.0","3.0","6.0","0.06896551724137931","0.10344827586206896","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","2.0","2.0","4.0","0.06896551724137931","0.06896551724137931","6.0","1.0","6.0","0.20689655172413793","0.034482758620689655","2.0","12.0","24.0","0.06896551724137931","0.41379310344827586","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","4.0","1.0","4.0","0.13793103448275862","0.034482758620689655","5.0","1.0","5.0","0.1724137931034483","0.034482758620689655","4.0","2.0","8.0","0.13793103448275862","0.06896551724137931","5.0","2.0","10.0","0.1724137931034483","0.06896551724137931","3.0","2.0","6.0","0.10344827586206896","0.06896551724137931","6.0","4.0","24.0","0.20689655172413793","0.13793103448275862","11.0","0.0","0.0","0.3793103448275862","0.0","0.0","27.0","0.0","0.0","0.9310344827586207","1.0","22.0","22.0","0.034482758620689655","0.7586206896551724","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655","2.0","1.0","2.0","0.06896551724137931","0.034482758620689655","3.0","1.0","3.0","0.10344827586206896","0.034482758620689655"
