"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","MSB-ADS","MSB-AIS","MSB-ACS","MSB-RCS","MSB-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS"
"11","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"12","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"13","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"14","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"15","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"16","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"17","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"18","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"19","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"20","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
"21","10.0","1.0","10.0","0.7692307692307693","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","1.0","3.0","3.0","0.07692307692307693","0.23076923076923078","3.0","3.0","9.0","0.23076923076923078","0.23076923076923078","3.0","2.0","6.0","0.23076923076923078","0.15384615384615385","3.0","0.0","0.0","0.23076923076923078","0.0","1.0","2.0","2.0","0.07692307692307693","0.15384615384615385","9.0","7.0","63.0","0.6923076923076923","0.5384615384615384","1.0","5.0","5.0","0.07692307692307693","0.38461538461538464","1.0","10.0","10.0","0.07692307692307693","0.7692307692307693"
