"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS"
"11","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","6.0","1.0","6.0","0.2857142857142857","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","3.0","6.0","18.0","0.14285714285714285","0.2857142857142857","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.2857142857142857","0.09523809523809523","10.0","0.0","0.0","0.47619047619047616","0.0","1.0","18.0","18.0","0.047619047619047616","0.8571428571428571","1.0","7.0","7.0","0.047619047619047616","0.3333333333333333","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","6.0","1.0","6.0","0.2857142857142857","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","3.0","6.0","18.0","0.14285714285714285","0.2857142857142857","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.2857142857142857","0.09523809523809523","10.0","0.0","0.0","0.47619047619047616","0.0","1.0","18.0","18.0","0.047619047619047616","0.8571428571428571","1.0","7.0","7.0","0.047619047619047616","0.3333333333333333","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","6.0","1.0","6.0","0.2857142857142857","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","3.0","6.0","18.0","0.14285714285714285","0.2857142857142857","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.2857142857142857","0.09523809523809523","10.0","0.0","0.0","0.47619047619047616","0.0","1.0","18.0","18.0","0.047619047619047616","0.8571428571428571","1.0","7.0","7.0","0.047619047619047616","0.3333333333333333","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","2.0","4.0","0.09523809523809523","0.09523809523809523","3.0","2.0","6.0","0.14285714285714285","0.09523809523809523","6.0","1.0","6.0","0.2857142857142857","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","2.0","8.0","0.19047619047619047","0.09523809523809523","3.0","6.0","18.0","0.14285714285714285","0.2857142857142857","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","4.0","1.0","4.0","0.19047619047619047","0.047619047619047616","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","3.0","6.0","0.09523809523809523","0.14285714285714285","3.0","3.0","9.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.2857142857142857","0.09523809523809523","10.0","0.0","0.0","0.47619047619047616","0.0","1.0","18.0","18.0","0.047619047619047616","0.8571428571428571","1.0","7.0","7.0","0.047619047619047616","0.3333333333333333","1.0","17.0","17.0","0.047619047619047616","0.8095238095238095","3.0","1.0","3.0","0.14285714285714285","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","2.0","1.0","2.0","0.09523809523809523","0.047619047619047616","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","2.0","4.0","0.08695652173913043","0.08695652173913043","3.0","2.0","6.0","0.13043478260869565","0.08695652173913043","6.0","1.0","6.0","0.2608695652173913","0.043478260869565216","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","4.0","2.0","8.0","0.17391304347826086","0.08695652173913043","3.0","8.0","24.0","0.13043478260869565","0.34782608695652173","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","4.0","1.0","4.0","0.17391304347826086","0.043478260869565216","3.0","1.0","3.0","0.13043478260869565","0.043478260869565216","2.0","3.0","6.0","0.08695652173913043","0.13043478260869565","3.0","3.0","9.0","0.13043478260869565","0.13043478260869565","6.0","2.0","12.0","0.2608695652173913","0.08695652173913043","12.0","0.0","0.0","0.5217391304347826","0.0","1.0","20.0","20.0","0.043478260869565216","0.8695652173913043","1.0","9.0","9.0","0.043478260869565216","0.391304347826087","1.0","17.0","17.0","0.043478260869565216","0.7391304347826086","3.0","1.0","3.0","0.13043478260869565","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","2.0","1.0","2.0","0.08695652173913043","0.043478260869565216","3.0","1.0","3.0","0.13043478260869565","0.043478260869565216","3.0","1.0","3.0","0.13043478260869565","0.043478260869565216","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","6.0","1.0","6.0","0.25","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","3.0","9.0","27.0","0.125","0.375","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","3.0","6.0","0.08333333333333333","0.125","3.0","3.0","9.0","0.125","0.125","6.0","2.0","12.0","0.25","0.08333333333333333","13.0","0.0","0.0","0.5416666666666666","0.0","1.0","21.0","21.0","0.041666666666666664","0.875","1.0","10.0","10.0","0.041666666666666664","0.4166666666666667","1.0","17.0","17.0","0.041666666666666664","0.7083333333333334","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","6.0","1.0","6.0","0.25","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","3.0","9.0","27.0","0.125","0.375","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","3.0","6.0","0.08333333333333333","0.125","3.0","3.0","9.0","0.125","0.125","6.0","2.0","12.0","0.25","0.08333333333333333","13.0","0.0","0.0","0.5416666666666666","0.0","1.0","21.0","21.0","0.041666666666666664","0.875","1.0","10.0","10.0","0.041666666666666664","0.4166666666666667","1.0","17.0","17.0","0.041666666666666664","0.7083333333333334","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","2.0","4.0","0.08333333333333333","0.08333333333333333","3.0","2.0","6.0","0.125","0.08333333333333333","6.0","1.0","6.0","0.25","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","2.0","8.0","0.16666666666666666","0.08333333333333333","3.0","9.0","27.0","0.125","0.375","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","4.0","1.0","4.0","0.16666666666666666","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","3.0","6.0","0.08333333333333333","0.125","3.0","3.0","9.0","0.125","0.125","6.0","2.0","12.0","0.25","0.08333333333333333","13.0","0.0","0.0","0.5416666666666666","0.0","1.0","21.0","21.0","0.041666666666666664","0.875","1.0","10.0","10.0","0.041666666666666664","0.4166666666666667","1.0","17.0","17.0","0.041666666666666664","0.7083333333333334","3.0","1.0","3.0","0.125","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","2.0","1.0","2.0","0.08333333333333333","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","3.0","1.0","3.0","0.125","0.041666666666666664","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","2.0","4.0","0.08","0.08","3.0","2.0","6.0","0.12","0.08","6.0","1.0","6.0","0.24","0.04","4.0","1.0","4.0","0.16","0.04","4.0","2.0","8.0","0.16","0.08","3.0","10.0","30.0","0.12","0.4","4.0","1.0","4.0","0.16","0.04","4.0","1.0","4.0","0.16","0.04","4.0","1.0","4.0","0.16","0.04","4.0","1.0","4.0","0.16","0.04","3.0","1.0","3.0","0.12","0.04","2.0","3.0","6.0","0.08","0.12","3.0","3.0","9.0","0.12","0.12","6.0","2.0","12.0","0.24","0.08","14.0","0.0","0.0","0.56","0.0","1.0","22.0","22.0","0.04","0.88","1.0","11.0","11.0","0.04","0.44","1.0","17.0","17.0","0.04","0.68","3.0","1.0","3.0","0.12","0.04","2.0","1.0","2.0","0.08","0.04","2.0","1.0","2.0","0.08","0.04","3.0","1.0","3.0","0.12","0.04","3.0","1.0","3.0","0.12","0.04","3.0","1.0","3.0","0.12","0.04","3.0","1.0","3.0","0.12","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","2.0","2.0","4.0","0.07692307692307693","0.07692307692307693","3.0","2.0","6.0","0.11538461538461539","0.07692307692307693","6.0","1.0","6.0","0.23076923076923078","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","4.0","2.0","8.0","0.15384615384615385","0.07692307692307693","3.0","11.0","33.0","0.11538461538461539","0.4230769230769231","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","3.0","6.0","0.07692307692307693","0.11538461538461539","3.0","3.0","9.0","0.11538461538461539","0.11538461538461539","6.0","2.0","12.0","0.23076923076923078","0.07692307692307693","15.0","0.0","0.0","0.5769230769230769","0.0","1.0","23.0","23.0","0.038461538461538464","0.8846153846153846","1.0","12.0","12.0","0.038461538461538464","0.46153846153846156","1.0","18.0","18.0","0.038461538461538464","0.6923076923076923","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","2.0","1.0","2.0","0.07692307692307693","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","3.0","1.0","3.0","0.11538461538461539","0.038461538461538464","4.0","1.0","4.0","0.15384615384615385","0.038461538461538464","0.0","0.0","0.0","0.0","0.0"
"21","2.0","2.0","4.0","0.07407407407407407","0.07407407407407407","3.0","2.0","6.0","0.1111111111111111","0.07407407407407407","6.0","1.0","6.0","0.2222222222222222","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","2.0","8.0","0.14814814814814814","0.07407407407407407","3.0","12.0","36.0","0.1111111111111111","0.4444444444444444","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","3.0","6.0","0.07407407407407407","0.1111111111111111","3.0","3.0","9.0","0.1111111111111111","0.1111111111111111","6.0","2.0","12.0","0.2222222222222222","0.07407407407407407","16.0","0.0","0.0","0.5925925925925926","0.0","1.0","24.0","24.0","0.037037037037037035","0.8888888888888888","1.0","13.0","13.0","0.037037037037037035","0.48148148148148145","1.0","19.0","19.0","0.037037037037037035","0.7037037037037037","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","2.0","1.0","2.0","0.07407407407407407","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","3.0","1.0","3.0","0.1111111111111111","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035","4.0","1.0","4.0","0.14814814814814814","0.037037037037037035"
