"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS"
"11","3.0","0.0","0.0","0.3","0.0","2.0","2.0","4.0","0.2","0.2","2.0","2.0","4.0","0.2","0.2","7.0","1.0","7.0","0.7","0.1","2.0","2.0","4.0","0.2","0.2","2.0","2.0","4.0","0.2","0.2","5.0","0.0","0.0","0.5","0.0","0.0","8.0","0.0","0.0","0.8","1.0","7.0","7.0","0.1","0.7","1.0","1.0","1.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","3.0","0.0","0.0","0.3","0.0","2.0","2.0","4.0","0.2","0.2","2.0","2.0","4.0","0.2","0.2","7.0","1.0","7.0","0.7","0.1","2.0","2.0","4.0","0.2","0.2","2.0","2.0","4.0","0.2","0.2","5.0","0.0","0.0","0.5","0.0","0.0","8.0","0.0","0.0","0.8","1.0","7.0","7.0","0.1","0.7","1.0","1.0","1.0","0.1","0.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","3.0","0.0","0.0","0.2727272727272727","0.0","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","8.0","1.0","8.0","0.7272727272727273","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","5.0","0.0","0.0","0.45454545454545453","0.0","0.0","9.0","0.0","0.0","0.8181818181818182","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","3.0","0.0","0.0","0.2727272727272727","0.0","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","8.0","1.0","8.0","0.7272727272727273","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","5.0","0.0","0.0","0.45454545454545453","0.0","0.0","9.0","0.0","0.0","0.8181818181818182","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","3.0","0.0","0.0","0.2727272727272727","0.0","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","8.0","1.0","8.0","0.7272727272727273","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","5.0","0.0","0.0","0.45454545454545453","0.0","0.0","9.0","0.0","0.0","0.8181818181818182","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","3.0","0.0","0.0","0.2727272727272727","0.0","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","8.0","1.0","8.0","0.7272727272727273","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","5.0","0.0","0.0","0.45454545454545453","0.0","0.0","9.0","0.0","0.0","0.8181818181818182","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","3.0","0.0","0.0","0.2727272727272727","0.0","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","8.0","1.0","8.0","0.7272727272727273","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","5.0","0.0","0.0","0.45454545454545453","0.0","0.0","9.0","0.0","0.0","0.8181818181818182","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","3.0","0.0","0.0","0.2727272727272727","0.0","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","8.0","1.0","8.0","0.7272727272727273","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","5.0","0.0","0.0","0.45454545454545453","0.0","0.0","9.0","0.0","0.0","0.8181818181818182","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","3.0","0.0","0.0","0.2727272727272727","0.0","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","8.0","1.0","8.0","0.7272727272727273","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","5.0","0.0","0.0","0.45454545454545453","0.0","0.0","9.0","0.0","0.0","0.8181818181818182","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","3.0","0.0","0.0","0.2727272727272727","0.0","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","8.0","1.0","8.0","0.7272727272727273","0.09090909090909091","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","2.0","2.0","4.0","0.18181818181818182","0.18181818181818182","5.0","0.0","0.0","0.45454545454545453","0.0","0.0","9.0","0.0","0.0","0.8181818181818182","1.0","7.0","7.0","0.09090909090909091","0.6363636363636364","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","1.0","1.0","1.0","0.09090909090909091","0.09090909090909091","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","3.0","0.0","0.0","0.23076923076923078","0.0","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","8.0","1.0","8.0","0.6153846153846154","0.07692307692307693","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","2.0","2.0","4.0","0.15384615384615385","0.15384615384615385","6.0","0.0","0.0","0.46153846153846156","0.0","0.0","11.0","0.0","0.0","0.8461538461538461","1.0","8.0","8.0","0.07692307692307693","0.6153846153846154","1.0","1.0","1.0","0.07692307692307693","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","2.0","1.0","2.0","0.15384615384615385","0.07692307692307693","1.0","1.0","1.0","0.07692307692307693","0.07692307692307693"
