"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","RD25-ADS","RD25-AIS","RD25-ACS","RD25-RCS","RD25-RIS","RD26-ADS","RD26-AIS","RD26-ACS","RD26-RCS","RD26-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","CFG-ADS","CFG-AIS","CFG-ACS","CFG-RCS","CFG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS","MSV4-ADS","MSV4-AIS","MSV4-ACS","MSV4-RCS","MSV4-RIS","MSV5-ADS","MSV5-AIS","MSV5-ACS","MSV5-RCS","MSV5-RIS","MSV6-ADS","MSV6-AIS","MSV6-ACS","MSV6-RCS","MSV6-RIS","MSV7-ADS","MSV7-AIS","MSV7-ACS","MSV7-RCS","MSV7-RIS","MSV8-ADS","MSV8-AIS","MSV8-ACS","MSV8-RCS","MSV8-RIS","MSV9-ADS","MSV9-AIS","MSV9-ACS","MSV9-RCS","MSV9-RIS"
"11","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","4.0","8.0","32.0","0.11764705882352941","0.23529411764705882","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","5.0","0.0","0.0","0.14705882352941177","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","30.0","30.0","0.029411764705882353","0.8823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","4.0","8.0","32.0","0.11764705882352941","0.23529411764705882","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","5.0","0.0","0.0","0.14705882352941177","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","30.0","30.0","0.029411764705882353","0.8823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","4.0","8.0","32.0","0.11764705882352941","0.23529411764705882","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","8.0","2.0","16.0","0.23529411764705882","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","5.0","4.0","20.0","0.14705882352941177","0.11764705882352941","7.0","3.0","21.0","0.20588235294117646","0.08823529411764706","3.0","5.0","15.0","0.08823529411764706","0.14705882352941177","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","5.0","2.0","10.0","0.14705882352941177","0.058823529411764705","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","7.0","1.0","7.0","0.20588235294117646","0.029411764705882353","5.0","0.0","0.0","0.14705882352941177","0.0","1.0","31.0","31.0","0.029411764705882353","0.9117647058823529","1.0","14.0","14.0","0.029411764705882353","0.4117647058823529","1.0","30.0","30.0","0.029411764705882353","0.8823529411764706","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","2.0","1.0","2.0","0.058823529411764705","0.029411764705882353","3.0","1.0","3.0","0.08823529411764706","0.029411764705882353","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","4.0","10.0","40.0","0.1111111111111111","0.2777777777777778","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","4.0","5.0","20.0","0.1111111111111111","0.1388888888888889","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","8.0","2.0","16.0","0.2222222222222222","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","7.0","0.0","0.0","0.19444444444444445","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","1.0","16.0","16.0","0.027777777777777776","0.4444444444444444","1.0","31.0","31.0","0.027777777777777776","0.8611111111111112","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","4.0","10.0","40.0","0.1111111111111111","0.2777777777777778","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","4.0","5.0","20.0","0.1111111111111111","0.1388888888888889","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","8.0","2.0","16.0","0.2222222222222222","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","7.0","0.0","0.0","0.19444444444444445","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","1.0","16.0","16.0","0.027777777777777776","0.4444444444444444","1.0","31.0","31.0","0.027777777777777776","0.8611111111111112","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","4.0","10.0","40.0","0.1111111111111111","0.2777777777777778","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","4.0","5.0","20.0","0.1111111111111111","0.1388888888888889","4.0","2.0","8.0","0.1111111111111111","0.05555555555555555","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","6.0","3.0","18.0","0.16666666666666666","0.08333333333333333","5.0","1.0","5.0","0.1388888888888889","0.027777777777777776","6.0","1.0","6.0","0.16666666666666666","0.027777777777777776","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","8.0","2.0","16.0","0.2222222222222222","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","5.0","4.0","20.0","0.1388888888888889","0.1111111111111111","7.0","3.0","21.0","0.19444444444444445","0.08333333333333333","3.0","5.0","15.0","0.08333333333333333","0.1388888888888889","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","5.0","2.0","10.0","0.1388888888888889","0.05555555555555555","4.0","4.0","16.0","0.1111111111111111","0.1111111111111111","6.0","2.0","12.0","0.16666666666666666","0.05555555555555555","4.0","3.0","12.0","0.1111111111111111","0.08333333333333333","5.0","3.0","15.0","0.1388888888888889","0.08333333333333333","7.0","1.0","7.0","0.19444444444444445","0.027777777777777776","7.0","0.0","0.0","0.19444444444444445","0.0","1.0","33.0","33.0","0.027777777777777776","0.9166666666666666","1.0","16.0","16.0","0.027777777777777776","0.4444444444444444","1.0","31.0","31.0","0.027777777777777776","0.8611111111111112","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","2.0","1.0","2.0","0.05555555555555555","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","3.0","1.0","3.0","0.08333333333333333","0.027777777777777776","4.0","1.0","4.0","0.1111111111111111","0.027777777777777776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","7.0","1.0","7.0","0.1891891891891892","0.02702702702702703","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","4.0","11.0","44.0","0.10810810810810811","0.2972972972972973","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","8.0","2.0","16.0","0.21621621621621623","0.05405405405405406","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","7.0","1.0","7.0","0.1891891891891892","0.02702702702702703","8.0","0.0","0.0","0.21621621621621623","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","16.0","16.0","0.02702702702702703","0.43243243243243246","1.0","31.0","31.0","0.02702702702702703","0.8378378378378378","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","7.0","1.0","7.0","0.1891891891891892","0.02702702702702703","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","4.0","11.0","44.0","0.10810810810810811","0.2972972972972973","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","8.0","2.0","16.0","0.21621621621621623","0.05405405405405406","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","7.0","1.0","7.0","0.1891891891891892","0.02702702702702703","8.0","0.0","0.0","0.21621621621621623","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","16.0","16.0","0.02702702702702703","0.43243243243243246","1.0","31.0","31.0","0.02702702702702703","0.8378378378378378","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","7.0","1.0","7.0","0.1891891891891892","0.02702702702702703","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","4.0","11.0","44.0","0.10810810810810811","0.2972972972972973","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","4.0","5.0","20.0","0.10810810810810811","0.13513513513513514","4.0","2.0","8.0","0.10810810810810811","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","6.0","3.0","18.0","0.16216216216216217","0.08108108108108109","5.0","1.0","5.0","0.13513513513513514","0.02702702702702703","6.0","1.0","6.0","0.16216216216216217","0.02702702702702703","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","8.0","2.0","16.0","0.21621621621621623","0.05405405405405406","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","5.0","4.0","20.0","0.13513513513513514","0.10810810810810811","7.0","3.0","21.0","0.1891891891891892","0.08108108108108109","3.0","5.0","15.0","0.08108108108108109","0.13513513513513514","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","5.0","2.0","10.0","0.13513513513513514","0.05405405405405406","4.0","4.0","16.0","0.10810810810810811","0.10810810810810811","6.0","2.0","12.0","0.16216216216216217","0.05405405405405406","4.0","3.0","12.0","0.10810810810810811","0.08108108108108109","5.0","3.0","15.0","0.13513513513513514","0.08108108108108109","7.0","1.0","7.0","0.1891891891891892","0.02702702702702703","8.0","0.0","0.0","0.21621621621621623","0.0","1.0","34.0","34.0","0.02702702702702703","0.918918918918919","1.0","16.0","16.0","0.02702702702702703","0.43243243243243246","1.0","31.0","31.0","0.02702702702702703","0.8378378378378378","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","3.0","1.0","3.0","0.08108108108108109","0.02702702702702703","4.0","1.0","4.0","0.10810810810810811","0.02702702702702703","2.0","1.0","2.0","0.05405405405405406","0.02702702702702703","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","7.0","1.0","7.0","0.1794871794871795","0.02564102564102564","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","6.0","2.0","12.0","0.15384615384615385","0.05128205128205128","4.0","13.0","52.0","0.10256410256410256","0.3333333333333333","7.0","3.0","21.0","0.1794871794871795","0.07692307692307693","4.0","5.0","20.0","0.10256410256410256","0.1282051282051282","4.0","2.0","8.0","0.10256410256410256","0.05128205128205128","4.0","4.0","16.0","0.10256410256410256","0.10256410256410256","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","6.0","3.0","18.0","0.15384615384615385","0.07692307692307693","5.0","1.0","5.0","0.1282051282051282","0.02564102564102564","6.0","1.0","6.0","0.15384615384615385","0.02564102564102564","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","8.0","2.0","16.0","0.20512820512820512","0.05128205128205128","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","5.0","4.0","20.0","0.1282051282051282","0.10256410256410256","7.0","3.0","21.0","0.1794871794871795","0.07692307692307693","3.0","5.0","15.0","0.07692307692307693","0.1282051282051282","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","5.0","2.0","10.0","0.1282051282051282","0.05128205128205128","4.0","4.0","16.0","0.10256410256410256","0.10256410256410256","6.0","2.0","12.0","0.15384615384615385","0.05128205128205128","4.0","3.0","12.0","0.10256410256410256","0.07692307692307693","5.0","3.0","15.0","0.1282051282051282","0.07692307692307693","7.0","1.0","7.0","0.1794871794871795","0.02564102564102564","10.0","0.0","0.0","0.2564102564102564","0.0","1.0","36.0","36.0","0.02564102564102564","0.9230769230769231","1.0","18.0","18.0","0.02564102564102564","0.46153846153846156","1.0","33.0","33.0","0.02564102564102564","0.8461538461538461","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","3.0","1.0","3.0","0.07692307692307693","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","2.0","1.0","2.0","0.05128205128205128","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","4.0","1.0","4.0","0.10256410256410256","0.02564102564102564","0.0","0.0","0.0","0.0","0.0"
