"release","BA1-ADS","BA1-AIS","BA1-ACS","BA1-RCS","BA1-RIS","BA4-ADS","BA4-AIS","BA4-ACS","BA4-RCS","BA4-RIS","BA5-ADS","BA5-AIS","BA5-ACS","BA5-RCS","BA5-RIS","BA8-ADS","BA8-AIS","BA8-ACS","BA8-RCS","BA8-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS","MSV2-ADS","MSV2-AIS","MSV2-ACS","MSV2-RCS","MSV2-RIS","MSV3-ADS","MSV3-AIS","MSV3-ACS","MSV3-RCS","MSV3-RIS"
"11","6.0","3.0","18.0","0.6666666666666666","0.3333333333333333","3.0","0.0","0.0","0.3333333333333333","0.0","2.0","2.0","4.0","0.2222222222222222","0.2222222222222222","1.0","2.0","2.0","0.1111111111111111","0.2222222222222222","3.0","0.0","0.0","0.3333333333333333","0.0","0.0","6.0","0.0","0.0","0.6666666666666666","1.0","7.0","7.0","0.1111111111111111","0.7777777777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","6.0","3.0","18.0","0.6666666666666666","0.3333333333333333","3.0","0.0","0.0","0.3333333333333333","0.0","2.0","2.0","4.0","0.2222222222222222","0.2222222222222222","1.0","2.0","2.0","0.1111111111111111","0.2222222222222222","3.0","0.0","0.0","0.3333333333333333","0.0","0.0","6.0","0.0","0.0","0.6666666666666666","1.0","7.0","7.0","0.1111111111111111","0.7777777777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"13","6.0","3.0","18.0","0.6666666666666666","0.3333333333333333","3.0","0.0","0.0","0.3333333333333333","0.0","2.0","2.0","4.0","0.2222222222222222","0.2222222222222222","1.0","2.0","2.0","0.1111111111111111","0.2222222222222222","3.0","0.0","0.0","0.3333333333333333","0.0","0.0","6.0","0.0","0.0","0.6666666666666666","1.0","7.0","7.0","0.1111111111111111","0.7777777777777778","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"14","2.0","1.0","2.0","0.2857142857142857","0.14285714285714285","3.0","0.0","0.0","0.42857142857142855","0.0","2.0","1.0","2.0","0.2857142857142857","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","3.0","0.0","0.0","0.42857142857142855","0.0","0.0","4.0","0.0","0.0","0.5714285714285714","1.0","5.0","5.0","0.14285714285714285","0.7142857142857143","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","2.0","1.0","2.0","0.2857142857142857","0.14285714285714285","3.0","0.0","0.0","0.42857142857142855","0.0","2.0","1.0","2.0","0.2857142857142857","0.14285714285714285","1.0","1.0","1.0","0.14285714285714285","0.14285714285714285","3.0","0.0","0.0","0.42857142857142855","0.0","0.0","4.0","0.0","0.0","0.5714285714285714","1.0","5.0","5.0","0.14285714285714285","0.7142857142857143","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","2.0","1.0","2.0","0.25","0.125","4.0","0.0","0.0","0.5","0.0","2.0","1.0","2.0","0.25","0.125","1.0","1.0","1.0","0.125","0.125","3.0","0.0","0.0","0.375","0.0","0.0","5.0","0.0","0.0","0.625","1.0","6.0","6.0","0.125","0.75","2.0","1.0","2.0","0.25","0.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","2.0","1.0","2.0","0.25","0.125","4.0","0.0","0.0","0.5","0.0","2.0","1.0","2.0","0.25","0.125","1.0","1.0","1.0","0.125","0.125","3.0","0.0","0.0","0.375","0.0","0.0","5.0","0.0","0.0","0.625","1.0","6.0","6.0","0.125","0.75","2.0","1.0","2.0","0.25","0.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18","2.0","1.0","2.0","0.25","0.125","4.0","0.0","0.0","0.5","0.0","2.0","1.0","2.0","0.25","0.125","1.0","1.0","1.0","0.125","0.125","3.0","0.0","0.0","0.375","0.0","0.0","5.0","0.0","0.0","0.625","1.0","6.0","6.0","0.125","0.75","2.0","1.0","2.0","0.25","0.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"19","2.0","1.0","2.0","0.2222222222222222","0.1111111111111111","4.0","0.0","0.0","0.4444444444444444","0.0","2.0","1.0","2.0","0.2222222222222222","0.1111111111111111","2.0","1.0","2.0","0.2222222222222222","0.1111111111111111","3.0","0.0","0.0","0.3333333333333333","0.0","0.0","6.0","0.0","0.0","0.6666666666666666","1.0","6.0","6.0","0.1111111111111111","0.6666666666666666","2.0","1.0","2.0","0.2222222222222222","0.1111111111111111","1.0","1.0","1.0","0.1111111111111111","0.1111111111111111","0.0","0.0","0.0","0.0","0.0"
"20","2.0","1.0","2.0","0.2222222222222222","0.1111111111111111","4.0","0.0","0.0","0.4444444444444444","0.0","2.0","1.0","2.0","0.2222222222222222","0.1111111111111111","2.0","1.0","2.0","0.2222222222222222","0.1111111111111111","3.0","0.0","0.0","0.3333333333333333","0.0","0.0","6.0","0.0","0.0","0.6666666666666666","1.0","6.0","6.0","0.1111111111111111","0.6666666666666666","2.0","1.0","2.0","0.2222222222222222","0.1111111111111111","1.0","1.0","1.0","0.1111111111111111","0.1111111111111111","0.0","0.0","0.0","0.0","0.0"
"21","2.0","1.0","2.0","0.2","0.1","4.0","0.0","0.0","0.4","0.0","2.0","1.0","2.0","0.2","0.1","2.0","1.0","2.0","0.2","0.1","3.0","0.0","0.0","0.3","0.0","0.0","7.0","0.0","0.0","0.7","1.0","7.0","7.0","0.1","0.7","2.0","1.0","2.0","0.2","0.1","2.0","1.0","2.0","0.2","0.1","2.0","1.0","2.0","0.2","0.1"
